user_id,birthdate,gender,married,has_children,home_airport,total_sessions,total_page_clicks,avg_session_duration_sec,avg_flight_discount,avg_hotel_discount,total_cancellations,total_flights_booked,total_checked_bags,total_hotels_booked,avg_hotel_rooms,avg_hotel_nights,age,is_female,cluster,segment_name,assigned_perk
491995,2006-08-05,M,0,0,NBG,8,414,1099.125,0.15,0.0,1,0,0,1,1.0,4.0,17,0,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
492209,1982-05-10,F,1,0,YUL,8,125,116.25,0.0,0.1,0,4,1,3,1.0,1.6666666666666667,41,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
492211,2002-05-02,M,0,0,TUS,8,152,142.5,0.1,0.1833333333333333,0,1,0,1,1.0,5.0,21,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
492287,1986-04-24,F,0,0,LAX,9,102,83.22222222222223,0.2,0.15,0,2,3,2,2.5,3.0,37,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
492371,1980-12-16,M,1,0,DAL,8,146,136.5,0.1,0.15,0,2,1,2,1.0,3.0,43,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
492497,1983-03-14,F,1,0,BOS,8,363,1053.5,0.0,0.0,1,1,2,0,0.0,0.0,40,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
492614,2005-01-03,F,0,0,LSV,8,42,40.125,0.2333333333333333,0.075,0,0,0,0,0.0,0.0,18,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
492999,1993-11-08,F,0,0,LAX,8,75,70.5,0.0,0.0,0,1,0,1,1.0,1.0,30,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
493177,1977-08-27,F,1,0,ORD,8,117,108.375,0.0,0.125,0,4,2,4,1.0,6.0,46,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
493409,1995-07-11,M,0,0,BNA,8,176,164.875,0.0,0.0,0,4,4,4,1.25,5.75,28,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
493476,1982-02-28,F,0,1,YIP,8,88,82.75,0.15,0.05,0,1,0,1,1.0,1.0,41,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
493718,1970-06-10,F,1,1,SAT,9,160,131.77777777777777,0.25,0.1166666666666666,0,3,0,4,1.75,4.75,53,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
494294,1984-10-08,F,1,0,TNT,8,139,129.875,0.075,0.1,0,4,3,4,1.0,2.75,39,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
494374,1976-08-15,F,0,0,YHZ,8,114,106.5,0.1833333333333333,0.1,0,2,1,2,1.0,1.0,47,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
494382,1984-10-05,F,0,1,YOW,8,173,160.625,0.0,0.05,0,4,1,4,1.5,4.75,39,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
494441,1979-01-22,F,0,1,COS,8,233,214.375,0.0,0.125,0,0,0,0,0.0,0.0,44,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
494463,1988-11-02,F,0,1,IAD,8,101,93.375,0.3,0.15,0,4,1,2,1.5,1.0,35,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
494484,2006-02-10,F,0,0,AMA,8,170,158.375,0.1,0.1,0,1,1,3,1.3333333333333333,7.333333333333333,17,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
494590,1996-01-28,F,0,0,IAH,8,120,112.5,0.15,0.1166666666666666,0,3,3,4,1.25,3.75,27,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
494630,2006-03-03,F,0,0,MOD,9,128,107.33333333333331,0.05,0.15,0,0,0,1,2.0,6.0,17,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
494680,1996-07-07,F,0,0,DAL,8,119,110.75,0.0,0.1,0,3,1,4,1.0,2.25,27,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
494704,1981-06-04,M,1,0,YQB,8,203,190.25,0.0,0.2,0,5,2,6,1.0,2.0,42,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
494985,1975-04-26,F,0,0,YWG,8,176,164.125,0.0,0.0,0,6,2,5,1.0,4.0,48,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
495029,1979-08-20,F,1,0,EFD,9,250,694.7170451111111,0.175,0.05,1,3,3,4,1.0,3.0,44,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
495042,1976-01-03,F,1,0,LAX,8,201,186.625,0.1,0.1,0,4,1,5,1.0,2.6,47,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
495080,1989-12-01,F,1,0,FAT,8,136,125.875,0.125,0.25,0,1,0,1,1.0,1.0,34,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
495272,1991-02-25,F,0,0,DMA,9,109,91.11111111111111,0.2199999999999999,0.1,0,2,1,3,1.0,4.333333333333333,32,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
495273,1993-07-06,F,0,0,YXD,8,218,201.75,0.075,0.175,0,4,5,6,1.1666666666666667,7.166666666666667,30,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
495386,1969-05-12,F,1,1,YED,8,119,111.375,0.25,0.1,0,3,2,2,1.0,2.5,54,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
495482,1987-12-10,F,1,0,DAL,9,253,207.88888888888889,0.25,0.15,0,4,1,4,1.0,6.25,36,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
495592,1969-04-02,M,1,1,FTW,9,139,114.66666666666669,0.15,0.125,0,0,0,0,0.0,0.0,54,0,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
495603,1994-12-16,F,1,0,SFO,8,145,134.375,0.075,0.0,0,4,1,4,1.0,8.25,29,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
495727,1975-12-18,F,1,0,NZY,8,187,175.25,0.05,0.0,0,6,7,6,1.3333333333333333,2.833333333333333,48,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
496016,1981-05-14,F,1,0,JFK,8,208,194.625,0.225,0.0833333333333333,0,4,3,4,1.0,1.5,42,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
496074,1994-11-16,F,0,0,BOS,8,82,76.375,0.0,0.1833333333333333,0,0,0,0,0.0,0.0,29,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
496273,1968-12-15,F,1,0,LAX,9,142,118.88888888888889,0.15,0.0666666666666666,0,3,2,3,1.0,5.0,55,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
496286,1983-12-06,M,0,0,BFI,8,195,179.625,0.0,0.0,0,3,3,2,2.0,2.0,40,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
496332,1978-01-13,F,0,0,LGA,8,147,136.875,0.25,0.1,0,4,3,4,1.5,4.25,45,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
496382,1981-04-07,F,0,0,LOU,8,130,120.5,0.05,0.1,0,4,4,2,1.0,3.0,42,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
496408,1980-01-05,F,0,0,FAT,10,431,892.7,0.1,0.1,1,5,3,4,1.0,2.6,43,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
496566,1977-04-25,F,0,0,YHU,8,126,118.0,0.0,0.075,0,3,2,2,1.0,5.0,46,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
496899,2001-01-11,F,0,0,LGA,8,217,282.475303875,0.0,0.125,1,2,3,2,1.0,1.3333333333333333,22,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
496972,1989-10-25,F,0,0,DAL,9,111,93.11111111111111,0.175,0.0,0,3,1,1,1.0,2.0,34,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
497042,1968-01-19,F,1,1,FAT,8,201,183.25,0.1333333333333333,0.0,0,4,0,4,1.0,2.75,55,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
497077,1981-05-17,F,0,0,SJC,8,558,2002.88473325,0.1,0.05,2,3,1,4,1.0,11.5,42,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
497108,1976-07-26,F,0,0,BNA,8,104,96.875,0.15,0.05,0,3,1,3,1.3333333333333333,0.3333333333333333,47,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
497225,1976-01-04,F,1,0,LUF,8,136,127.125,0.175,0.0,0,5,1,5,1.0,3.0,47,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
497475,1977-04-21,F,1,0,CRP,8,95,89.75,0.15,0.15,0,4,3,1,1.0,4.0,46,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
497615,1978-01-25,F,0,1,YYZ,8,137,127.0,0.1833333333333333,0.1,0,2,2,3,1.0,4.333333333333333,45,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
497678,1981-07-02,F,1,0,IAH,9,151,124.0,0.0,0.15,0,2,1,2,1.0,2.0,42,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
497680,1983-09-08,F,0,1,LGA,8,111,105.75,0.2,0.1666666666666666,0,2,1,3,1.0,2.6666666666666665,40,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
497829,1968-04-13,M,0,1,BWI,8,152,141.625,0.1125,0.05,0,2,1,2,1.0,1.5,55,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
497915,1984-12-26,F,1,0,DMA,8,130,119.875,0.0,0.075,0,4,4,4,1.0,2.0,39,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
498154,1979-05-20,F,1,0,AKR,8,84,78.5,0.25,0.0,0,2,1,2,1.0,1.5,44,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
498199,1978-07-20,F,1,0,MCI,8,122,114.0,0.3999999999999999,0.15,0,2,0,3,1.0,2.6666666666666665,45,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
498287,1982-03-09,M,0,0,SFO,8,170,159.5,0.0,0.1,0,5,4,5,1.8,0.8,41,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
498298,2006-06-20,F,0,0,FTW,8,130,121.875,0.0,0.05,0,1,2,3,1.3333333333333333,8.0,17,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
498357,1979-05-25,F,0,0,LGA,8,148,138.375,0.2,0.075,0,4,4,5,1.2,2.8,44,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
498363,1975-03-14,F,0,0,YXU,8,109,102.375,0.075,0.125,0,2,0,2,1.5,1.5,48,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
498500,1974-02-02,F,1,1,SAC,8,327,1017.125,0.1,0.15,1,3,1,4,1.25,3.0,49,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
498574,1986-07-24,F,1,0,LCK,8,116,109.625,0.125,0.15,0,3,2,3,1.0,4.0,37,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
498607,1981-02-07,F,1,0,YWG,8,139,128.375,0.1,0.0,0,2,2,2,1.5,1.0,42,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
498665,1987-09-13,F,0,0,YHU,8,265,457.55560425,0.075,0.0,1,6,4,6,1.0,1.5714285714285714,36,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
498857,1986-09-25,F,1,0,SKA,8,134,124.625,0.2,0.1,0,3,2,2,1.0,3.5,37,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
498931,1965-07-07,F,1,1,BWI,8,82,77.125,0.1,0.0,0,2,0,2,1.0,5.5,58,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499028,1987-02-28,F,1,0,IND,8,116,106.75,0.0,0.0,0,3,1,3,1.0,3.0,36,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499038,1993-02-02,F,0,0,RIC,8,128,120.375,0.0,0.2,0,3,3,3,1.3333333333333333,3.0,30,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499252,1984-07-08,F,1,0,ORD,8,154,143.125,0.05,0.175,0,1,2,1,1.0,6.0,39,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499313,1978-06-07,F,0,0,LGA,8,110,102.625,0.2999999999999999,0.0,0,1,1,1,1.0,7.0,45,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499366,1976-01-04,F,0,0,YQB,8,145,135.125,0.2,0.0,0,4,5,3,2.0,2.333333333333333,47,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499375,1981-01-12,F,0,0,YAV,8,152,140.0,0.1,0.1,0,5,3,5,1.2,2.0,42,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499379,1958-05-26,F,1,0,RNO,9,137,113.0,0.15,0.1333333333333333,0,1,0,2,1.0,3.0,65,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499461,1973-03-08,F,0,0,AMA,8,130,120.875,0.0,0.05,0,2,0,2,1.0,2.0,50,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499475,1985-11-20,F,1,0,OAK,8,125,116.875,0.15,0.0,0,3,0,3,1.0,2.0,38,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499633,1992-11-03,F,0,0,DAL,8,165,153.75,0.05,0.0666666666666666,0,4,5,3,1.3333333333333333,3.0,31,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499634,1988-11-05,F,0,1,AMA,9,127,105.55555555555556,0.15,0.0,0,1,1,1,1.0,2.0,35,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499659,1965-10-23,F,1,1,NZY,8,249,230.875,0.0,0.075,0,0,0,1,2.0,8.0,58,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499669,1992-05-04,F,1,1,CRP,10,79,59.2,0.075,0.05,0,1,1,1,1.0,2.0,31,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499751,1971-03-17,F,1,0,YVR,9,184,152.33333333333334,0.0,0.0,0,3,4,4,1.0,4.5,52,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499760,1974-08-21,F,1,1,CRP,8,46,43.25,0.05,0.15,0,0,0,0,0.0,0.0,49,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
499780,1987-02-13,F,0,1,YYZ,8,348,322.5,0.1,0.0,0,0,0,0,0.0,0.0,36,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
499810,1978-05-20,M,1,0,LUK,9,117,98.22222222222224,0.05,0.05,0,2,1,3,1.0,5.333333333333333,45,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
499847,1974-05-23,F,1,1,OKC,9,208,173.0,0.125,0.1,0,3,0,3,1.3333333333333333,2.0,49,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499969,1998-08-22,F,0,0,PVD,8,103,95.75,0.1,0.05,0,0,0,1,1.0,9.0,25,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
499979,1974-08-11,F,1,0,YYZ,10,188,140.0,0.05,0.05,0,5,1,4,1.25,2.25,49,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
499990,1986-12-14,F,0,0,LGA,8,355,995.9868765,0.25,0.1,1,3,3,2,1.0,2.6666666666666665,37,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
500078,1977-09-11,F,1,0,YOW,8,130,120.875,0.0,0.0,0,2,2,2,1.0,3.5,46,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500196,1972-01-13,F,1,0,YYC,8,127,116.75,0.05,0.05,0,2,1,2,1.5,2.0,51,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500243,1999-04-11,F,0,0,PHL,9,94,77.44444444444444,0.2,0.125,0,1,0,1,1.0,2.0,24,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500257,1979-08-20,F,0,0,LGA,8,65,60.625,0.05,0.05,0,2,1,2,1.0,1.5,44,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500288,2006-02-23,F,0,1,SPG,8,71,64.5,0.0,0.1,0,0,0,0,0.0,0.0,17,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
500299,2004-10-26,F,0,0,RND,8,75,70.125,0.0,0.0,0,0,0,1,1.0,2.0,19,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500493,1982-05-18,F,0,1,UGN,8,91,84.875,0.0,0.15,0,2,1,2,1.5,4.0,41,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500532,1986-11-08,F,1,1,YOW,8,94,87.625,0.3,0.05,0,0,0,1,1.0,2.0,37,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500646,1976-06-26,F,1,0,IND,8,102,94.125,0.1166666666666666,0.2249999999999999,0,1,1,3,1.3333333333333333,7.333333333333333,47,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500745,1995-09-01,F,0,0,YYZ,8,144,133.5,0.075,0.05,0,2,1,3,1.0,4.333333333333333,28,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500773,1996-10-19,F,0,0,YWG,8,198,183.125,0.075,0.125,0,3,0,4,1.0,3.75,27,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
500791,1951-03-24,F,1,0,YQB,8,183,169.375,0.125,0.1,0,0,0,1,1.0,6.0,72,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500828,1978-08-26,F,1,0,ROC,8,93,85.25,0.2249999999999999,0.2,0,3,1,2,1.0,2.0,45,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
500972,1982-07-24,F,1,1,BOS,8,91,85.75,0.1166666666666666,0.0,0,3,2,3,2.333333333333333,1.3333333333333333,41,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
500974,1982-04-15,F,0,0,SJC,8,155,144.0,0.0,0.1,0,5,2,6,1.0,4.166666666666667,41,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
501087,1967-02-20,F,1,0,LAX,8,117,109.125,0.15,0.05,0,2,1,2,1.0,2.5,56,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
501125,1977-12-20,M,1,1,MCI,8,102,95.75,0.0,0.0,0,2,1,2,1.0,4.5,46,0,4,Cluster 4: Male Traveler Segment,Free Flight Upgrade / Priority Pass
501184,1968-06-25,F,1,1,RNO,8,262,242.625,0.3,0.0,0,3,2,4,1.25,7.0,55,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
501322,1970-03-20,F,1,1,LAX,9,166,137.22222222222223,0.05,0.05,0,3,3,4,1.0,2.5,53,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
501344,1973-11-18,M,0,0,CRP,8,66,61.75,0.15,0.1,0,1,0,0,0.0,0.0,50,0,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
501436,1993-02-24,F,1,0,CMH,8,366,1054.375,0.1,0.0,1,4,6,3,1.0,7.75,30,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
501512,1989-03-16,F,1,1,FTW,8,89,83.875,0.2666666666666666,0.1875,0,2,1,2,1.0,2.5,34,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
501708,1999-11-12,F,0,0,YHU,8,273,968.375,0.075,0.1,1,1,2,0,0.0,0.0,24,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
501735,1990-06-18,F,0,0,JFK,8,125,114.875,0.15,0.0,0,3,3,3,1.0,0.6666666666666666,33,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
501764,1976-09-15,F,1,0,YXE,8,89,83.625,0.35,0.1,0,2,1,2,1.0,3.0,47,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
501780,2006-08-13,M,0,1,BFL,8,172,158.875,0.0,0.1,0,0,0,0,0.0,0.0,17,0,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
501794,1980-10-23,F,1,0,BNA,8,134,124.875,0.0,0.25,0,4,3,4,1.0,4.25,43,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
501817,1974-01-19,F,1,0,YND,9,152,125.77777777777776,0.0,0.0,0,3,2,3,2.0,2.333333333333333,49,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
501830,1990-01-12,F,1,1,YYZ,9,78,63.888888888888886,0.225,0.0,0,1,0,2,1.5,4.5,33,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
501897,1979-10-14,F,1,1,LGA,8,78,73.625,0.1166666666666666,0.075,0,0,0,1,1.0,9.0,44,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
501947,1971-11-02,F,1,1,YKZ,10,404,871.4,0.2,0.125,1,4,2,4,1.0,1.2,52,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
502063,1974-10-11,F,1,0,JFK,8,59,54.0,0.0,0.0,0,1,0,1,1.0,5.0,49,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
502145,1984-09-09,F,0,0,BWI,10,119,89.5,0.125,0.0,0,4,3,4,1.25,2.5,39,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
502210,1981-01-08,F,1,0,YMX,8,333,1052.875,0.0,0.0,1,3,2,4,1.6,2.4,42,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
502212,1999-04-01,F,0,0,NZY,8,94,87.875,0.15,0.0,0,1,0,1,1.0,1.0,24,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
502353,1985-01-27,F,0,0,HNL,8,156,146.375,0.0,0.05,0,4,2,4,1.25,5.5,38,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
502412,1968-10-02,F,1,1,JFK,8,124,114.75,0.17,0.05,0,2,1,3,1.0,5.666666666666667,55,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
502435,1984-04-03,F,1,1,TIK,8,122,113.625,0.1666666666666666,0.05,0,2,2,2,1.5,2.5,39,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
502444,1989-05-22,F,0,0,YOW,8,178,166.625,0.0,0.1,0,6,2,5,1.0,2.0,34,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
502609,1973-12-24,F,1,0,DAL,9,173,143.33333333333334,0.1,0.0,0,5,0,5,1.0,2.0,50,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
502626,1986-02-06,F,1,1,YYZ,8,98,92.375,0.0,0.15,0,2,2,2,1.0,2.0,37,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
502799,1977-04-05,F,1,0,BNA,8,189,174.625,0.15,0.075,0,4,3,4,1.0,2.5,46,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
502819,1987-10-16,F,1,0,TYS,8,262,242.875,0.2,0.0,0,0,0,0,0.0,0.0,36,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
502826,1976-05-04,F,1,1,LAX,8,121,112.875,0.0,0.0,0,3,1,1,1.0,0.0,47,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
502847,1973-08-09,F,1,0,GRR,8,135,126.125,0.0,0.05,0,4,2,5,1.2,1.8,50,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
502850,1982-08-03,F,0,1,RAL,8,76,70.5,0.05,0.1,0,0,0,0,0.0,0.0,41,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
502875,1978-02-27,F,1,1,YUL,8,114,105.875,0.1,0.1,0,3,2,2,1.5,1.0,45,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
502995,1956-01-25,F,0,0,CLT,9,88,72.77777777777777,0.1333333333333333,0.0,0,0,0,0,0.0,0.0,67,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
503042,1998-03-05,F,0,0,MXF,8,104,96.375,0.2,0.25,0,1,1,1,1.0,2.0,25,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
503049,1952-07-08,F,0,0,OMA,8,34,31.5,0.1,0.0,0,0,0,0,0.0,0.0,71,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
503058,1997-11-22,F,0,0,YXD,10,115,85.4,0.3,0.35,0,2,1,3,1.0,2.6666666666666665,26,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
503126,1998-07-28,F,0,0,YXD,8,119,109.75,0.15,0.0,0,0,0,1,1.0,9.0,25,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
503161,1976-12-19,F,1,0,YAW,9,103,85.0,0.2333333333333333,0.1,0,0,0,0,0.0,0.0,47,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
503277,1969-01-19,F,0,0,LAX,8,126,118.75,0.0,0.05,0,3,4,3,1.0,3.6666666666666665,54,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
503342,1981-03-01,F,1,0,LNK,8,309,774.082834625,0.2,0.1,1,3,1,3,1.0,2.75,42,1,3,Cluster 3: High Clicks & Stornierungen,No Cancellation Fee / Flexible Booking
503418,1983-10-25,F,0,0,LGA,9,217,179.0,0.125,0.0,0,5,2,5,1.0,3.4,40,1,1,Cluster 1: High-Volume VIP Travelers,Free Checked Bag
503483,2004-04-14,F,0,1,LAX,8,105,98.0,0.0,0.0,0,0,0,0,0.0,0.0,19,1,0,Cluster 0: Low Engagement / Browsers,Exclusive Discounts / High-Incentive Promo
503621,1982-09-27,F,1,0,CRP,8,162,149.25,0.0,0.0,0,1,0,2,1.0,9.5,41,1,2,Cluster 2: Long-Stay / Hotel Focus,Free Hotel Night / Late Check-Out
